Gene,Half-life (h)
YGL228W,3.833333333
YGL229C,0.65
YGL231C,0.283333333
YGL232W,1.716666667
YGL233W,0.716666667
YGL234W,2.7
YGL238W,2.35
YGL240W,0.283333333
YGL241W,0.533333333
YGL244W,0.383333333
YGL245W,0.883333333
YGL246C,1.366666667
YGL247W,5
YGL248W,1.583333333
YGL252C,1.15
YGL254W,1.4
YGL255W,0.55
YGL256W,5
YGR001C,0.85
YGR002C,0.8
YGR003W,0.316666667
YGR005C,5
YGR007W,2.883333333
YGR008C,1.25
YGR010W,1.083333333
YGR012W,5
YGR013W,1.216666667
YGR014W,0.633333333
YGR016W,0.15
YGR017W,3
YGR019W,1.116666667
YGR020C,0.816666667
YGR021W,5
YGR024C,5
YGR026W,1.05
YGR027C,1.366666667
YGR028W,0.6
YGR030C,0.45
YGR031W,5
YGR033C,0.433333333
YGR034W,5
YGR036C,5
YGR037C,5
YGR038W,2.516666667
YGR040W,1.383333333
YGR041W,0.666666667
YGR042W,0.233333333
YGR043C,1.016666667
YGR046W,0.583333333
YGR047C,0.383333333
YGR048W,1.166666667
YGR049W,0.483333333
YGR052W,0.583333333
YGR055W,0.583333333
YGR056W,0.533333333
YGR058W,0.266666667
YGR060W,5
YGR061C,0.55
YGR065C,0.7
YGR067C,5
YGR068C,0.416666667
YGR071C,0.633333333
YGR072W,0.55
YGR074W,2.133333333
YGR075C,0.483333333
YGR076C,1.066666667
YGR077C,0.433333333
YGR078C,0.633333333
YGR080W,2.5
YGR081C,1.816666667
YGR082W,5
YGR084C,1.366666667
YGR085C,5
YGR086C,1.883333333
YGR088W,0.55
YGR089W,0.266666667
YGR090W,221.1
YGR091W,0.55
YGR092W,0.183333333
YGR093W,1.166666667
YGR094W,1.133333333
YGR095C,1.683333333
YGR097W,0.483333333
YGR099W,4.133333333
YGR100W,1.766666667
YGR101W,0.933333333
YGR102C,1.083333333
YGR104C,2.066666667
YGR105W,1.4
YGR106C,0.65
YGR108W,0.233333333
YGR111W,1.8
YGR112W,0.483333333
YGR116W,0.6
YGR117C,0.083333333
YGR118W,4.416666667
YGR119C,0.233333333
YGR120C,2.633333333
YGR121C,0.6
YGR122W,2.3
YGR123C,2.083333333
YGR124W,0.683333333
YGR128C,1.333333333
YGR129W,1.35
YGR130C,0.733333333
YGR132C,0.45
YGR133W,1.366666667
YGR134W,0.166666667
YGR135W,0.783333333
YGR138C,0.433333333
YGR140W,1.683333333
YGR141W,0.6
YGR142W,0.216666667
YGR143W,0.05
YGR146C,0.3
YGR147C,1.9
YGR148C,0.9
YGR149W,0.633333333
YGR150C,0.383333333
YGR152C,0.183333333
YGR156W,1.283333333
YGR157W,0.716666667
YGR158C,0.633333333
YGR159C,5
YGR161C,0.95
YGR162W,0.7
YGR163W,0.616666667
YGR165W,0.8
YGR167W,0.383333333
YGR168C,0.966666667
YGR169C,1.433333333
YGR171C,1.15
YGR173W,2.5
YGR174C,12.65
YGR175C,0.666666667
YGR177C,1.966666667
YGR178C,5
YGR179C,0.5
YGR180C,6.2
YGR183C,34.13333333
YGR185C,2.016666667
YGR186W,4.833333333
YGR187C,0.783333333
YGR188C,0.366666667
YGR189C,0.516666667
YGR191W,0.383333333
YGR193C,0.766666667
YGR194C,0.833333333
YGR195W,5
YGR196C,0.433333333
YGR197C,0.483333333
YGR198W,0.266666667
YGR200C,1.216666667
YGR201C,2
YGR202C,0.433333333
YGR203W,1.166666667
YGR204W,1.433333333
YGR205W,7.866666667
YGR206W,0.266666667
YGR207C,5
YGR208W,0.983333333
YGR210C,3.483333333
YGR211W,0.216666667
YGR214W,5
YGR216C,1.7
YGR218W,0.85
YGR220C,1.083333333
YGR221C,2.333333333
YGR222W,1.483333333
YGR229C,0.65
YGR231C,0.65
YGR232W,5
YGR233C,0.683333333
YGR234W,1.383333333
YGR235C,1.416666667
YGR237C,0.683333333
YGR238C,0.65
YGR241C,6.083333333
YGR243W,0.733333333
YGR245C,0.916666667
YGR246C,0.433333333
YGR247W,0.35
YGR248W,5
YGR250C,0.4
YGR251W,1.016666667
YGR252W,0.733333333
YGR253C,5
YGR255C,3.066666667
YGR257C,0.533333333
YGR260W,0.516666667
YGR261C,0.9
YGR262C,5
YGR263C,0.433333333
YGR264C,1.083333333
YGR266W,0.5
YGR268C,0.7
YGR269W,0.65
YGR270W,14.88333333
YGR271C-A,5
YGR271W,0.8
YGR275W,5
YGR277C,5
YGR278W,1.05
YGR279C,0.383333333
YGR280C,1.833333333
YGR281W,1.083333333
YGR282C,0.45
YGR283C,0.666666667
YGR284C,0.766666667
YGR285C,1.783333333
YGR286C,0.516666667
YGR287C,80.26666667
YGR291C,0.05
YGR292W,0.583333333
YHL001W,2.716666667
YHL002W,0.383333333
YHL003C,0.8
YHL004W,1.933333333
YHL007C,5
YHL008C,2.233333333
YHL009C,0.433333333
YHL013C,0.833333333
YHL014C,5
YHL017W,10.8
YHL018W,0.3
YHL019C,0.033333333
YHL020C,1.266666667
YHL024W,2.633333333
YHL025W,0.483333333
YHL027W,0.033333333
YHL029C,0.433333333
YHL030W,0.316666667
YHL032C,1.3
YHL036W,0.916666667
YHL038C,0.85
YHL039W,2.666666667
YHL041W,5
YHL048W,0.316666667
YHR001W,0.683333333
YHR001W-A,0.033333333
YHR003C,2.033333333
YHR004C,1.616666667
YHR005C,1.183333333
YHR006W,0.283333333
YHR008C,5
YHR009C,1.366666667
YHR010W,0.75
YHR011W,1.016666667
YHR012W,1.45
YHR013C,4.066666667
YHR015W,0.033333333
YHR016C,0.133333333
YHR023W,0.7
YHR024C,0.883333333
YHR025W,1.216666667
YHR027C,0.816666667
YHR029C,2.3
YHR030C,1.033333333
YHR031C,0.133333333
YHR034C,1.033333333
YHR035W,0.633333333
YHR037W,2.2
YHR038W,0.633333333
YHR039C,0.633333333
YHR039C-A,5
YHR040W,0.033333333
YHR042W,1.016666667
YHR043C,4.616666667
YHR044C,0.3
YHR046C,0.95
YHR047C,0.466666667
YHR049W,0.816666667
YHR050W,0.483333333
YHR051W,0.8
YHR052W,3.316666667
YHR053C,4.166666667
YHR055C,3.15
YHR057C,0.116666667
YHR058C,0.433333333
YHR059W,0.183333333
YHR060W,0.866666667
YHR061C,0.033333333
YHR062C,0.766666667
YHR063C,3.416666667
YHR066W,0.5
YHR067W,5
YHR068W,3.633333333
YHR069C,1.233333333
YHR070W,1.266666667
YHR072W,0.3
YHR073W,0.65
YHR074W,1.566666667
YHR077C,0.033333333
YHR079C,0.533333333
YHR082C,0.583333333
YHR084W,0.566666667
YHR085W,5
YHR086W,1.033333333
YHR087W,0.75
YHR088W,0.95
YHR089C,0.5
YHR090C,0.533333333
YHR094C,5
YHR097C,0.35
YHR098C,0.25
YHR101C,1.216666667
YHR103W,0.116666667
YHR104W,2.533333333
YHR106W,0.633333333
YHR107C,2.016666667
YHR108W,0.966666667
YHR109W,0.316666667
YHR110W,0.8
YHR111W,0.95
YHR112C,5
YHR114W,19.78333333
YHR115C,0.4
YHR116W,0.05
YHR117W,1.633333333
YHR119W,30.23333333
YHR120W,1.3
YHR121W,0.633333333
YHR122W,5.95
YHR127W,5
YHR129C,5
YHR131C,0.65
YHR132C,0.183333333
YHR132W-A,12.23333333
YHR135C,0.233333333
YHR136C,0.65
YHR137W,0.933333333
YHR138C,1.45
YHR141C,37.03333333
YHR143W,22.05
YHR143W-A,5
YHR144C,0.683333333
YHR147C,1.216666667
YHR149C,0.15
YHR152W,0.233333333
YHR154W,0.683333333
YHR155W,0.583333333
YHR156C,0.116666667
YHR158C,5
YHR159W,0.483333333
YHR161C,0.55
YHR162W,0.7
YHR163W,6.6
YHR166C,0.266666667
YHR167W,0.5
YHR168W,1.216666667
YHR169W,5
YHR170W,1.333333333
YHR172W,1.35
YHR173C,0.066666667
YHR174W,0.45
YHR175W,5
YHR178W,0.616666667
YHR179W,1.783333333
YHR181W,0.5
YHR182W,1.55
YHR186C,1.866666667
YHR187W,1.1
YHR188C,0.7
YHR189W,1.366666667
YHR192W,19.58333333
YHR193C,4.383333333
YHR194W,0.166666667
YHR195W,0.083333333
YHR196W,0.6
YHR197W,1.333333333
YHR198C,10.41666667
YHR199C,1.466666667
YHR200W,0.766666667
YHR201C,2.316666667
YHR204W,0.45
YHR205W,0.533333333
YHR206W,0.383333333
YHR207C,13.21666667
YHR208W,14.95
YHR209W,0.666666667
YHR215W,0.1
YHR216W,0.9
YIL001W,0.4
YIL002C,0.383333333
YIL005W,0.35
YIL007C,11.23333333
YIL008W,1.433333333
YIL009W,0.966666667
YIL010W,0.8
YIL014W,0.166666667
YIL015W,0.116666667
YIL016W,77.73333333
YIL017C,0.116666667
YIL020C,5
YIL021W,0.483333333
YIL026C,0.7
YIL027C,0.583333333
YIL030C,0.1
YIL031W,0.233333333
YIL033C,1.083333333
YIL034C,1.133333333
YIL035C,1.033333333
YIL038C,1.066666667
YIL039W,1.166666667
YIL040W,5.65
YIL041W,1.45
YIL042C,2.016666667
YIL044C,0.85
YIL045W,0.033333333
YIL046W,0.05
YIL047C,0.366666667
YIL048W,5
YIL050W,0.316666667
YIL051C,13.48333333
YIL052C,1.15
YIL053W,1.883333333
YIL054W,0.1
YIL055C,0.266666667
YIL056W,0.433333333
YIL057C,0.266666667
YIL061C,0.816666667
YIL062C,0.533333333
YIL063C,0.366666667
YIL064W,1.5
YIL066C,1.066666667
YIL068C,0.466666667
YIL069C,5
YIL070C,5
YIL071C,0.55
YIL074C,5.833333333
YIL075C,6.666666667
YIL076W,0.333333333
YIL077C,1.033333333
YIL079C,0.483333333
YIL083C,1.25
YIL084C,0.45
YIL085C,0.916666667
YIL089W,0.05
YIL090W,0.566666667
YIL092W,0.05
YIL093C,5
YIL094C,0.3
YIL095W,0.516666667
YIL096C,0.416666667
YIL097W,0.983333333
YIL098C,1.4
YIL101C,0.316666667
YIL103W,0.633333333
YIL104C,0.616666667
YIL105C,0.35
YIL106W,1.45
YIL107C,0.416666667
YIL108W,0.316666667
YIL112W,0.25
YIL115C,1.366666667
YIL118W,2.85
YIL119C,0.433333333
YIL121W,0.866666667
YIL122W,0.433333333
YIL123W,0.383333333
YIL124W,1.266666667
YIL125W,1.416666667
YIL126W,5
YIL127C,1
YIL128W,0.4
YIL129C,4.983333333
YIL130W,0.05
YIL131C,0.516666667
YIL133C,21.8
YIL135C,0.333333333
YIL136W,1.916666667
YIL137C,0.6
YIL138C,0.4
YIL140W,1.9
YIL143C,0.033333333
YIL144W,0.65
YIL145C,5
YIL147C,0.566666667
YIL148W,3.116666667
YIL149C,0.333333333
YIL151C,0.216666667
YIL153W,2.183333333
YIL154C,5
YIL155C,0.85
YIL156W,0.8
YIL157C,2
YIL159W,0.333333333
YIL160C,0.5
YIL161W,1.033333333
YIL172C,0.583333333
YIR001C,10.15
YIR003W,0.533333333
YIR004W,2.783333333
YIR006C,0.05
YIR007W,4.5
YIR008C,1
YIR009W,0.05
YIR010W,0.366666667
YIR011C,0.05
YIR015W,0.283333333
YIR021W,0.8
YIR022W,0.366666667
YIR024C,6.883333333
YIR026C,0.666666667
YIR033W,0.516666667
YIR034C,5
YIR035C,5
YIR036C,0.9
YIR037W,0.733333333
YIR038C,1.1
YJL001W,0.6
YJL002C,1.416666667
YJL003W,0.033333333
YJL004C,0.95
YJL005W,1.25
YJL006C,0.466666667
YJL011C,5.316666667
YJL013C,0.5
YJL016W,0.516666667
YJL023C,1.116666667
YJL024C,35.13333333
YJL025W,0.25
YJL030W,0.4
YJL033W,0.633333333
YJL034W,2.066666667
YJL035C,0.233333333
YJL036W,3.35
YJL039C,3.233333333
YJL041W,0.216666667
YJL042W,2.083333333
YJL044C,0.716666667
YJL047C,0.116666667
YJL048C,0.633333333
YJL049W,1.1
YJL050W,0.783333333
YJL052W,1.416666667
YJL055W,0.533333333
YJL056C,2.716666667
YJL057C,0.35
YJL058C,0.466666667
YJL060W,0.533333333
YJL061W,1.35
YJL062W,0.483333333
YJL062W-A,2
YJL063C,1.75
YJL065C,0.483333333
YJL068C,4.05
YJL069C,1
YJL070C,1.05
YJL071W,0.133333333
YJL072C,5
YJL073W,0.35
YJL074C,3.616666667
YJL076W,0.716666667
YJL080C,3.05
YJL081C,1.433333333
YJL082W,1.716666667
YJL083W,0.383333333
YJL084C,0.05
YJL085W,0.2
YJL087C,0.35
YJL088W,0.816666667
YJL089W,0.333333333
YJL090C,0.316666667
YJL092W,0.7
YJL094C,0.316666667
YJL096W,5
YJL097W,5
YJL098W,1
YJL099W,0.3
YJL100W,5
YJL101C,0.033333333
YJL102W,0.666666667
YJL104W,37.91666667
YJL107C,1.666666667
YJL109C,0.2
YJL110C,0.383333333
YJL112W,0.416666667
YJL115W,2.05
YJL118W,0.5
YJL121C,29.95
YJL122W,0.933333333
YJL123C,0.95
YJL124C,1.266666667
YJL125C,15.08333333
YJL127C,0.366666667
YJL128C,0.6
YJL130C,0.366666667
YJL131C,0.833333333
YJL133W,0.616666667
YJL134W,0.2
YJL136C,2.266666667
YJL137C,0.1
YJL139C,0.25
YJL143W,1.516666667
YJL144W,0.25
YJL145W,5.516666667
YJL147C,0.866666667
YJL148W,5
YJL149W,0.05
YJL151C,1.216666667
YJL153C,0.633333333
YJL154C,5.333333333
YJL155C,0.683333333
YJL157C,0.166666667
YJL158C,0.183333333
YJL159W,0.133333333
YJL161W,1.55
YJL162C,0.333333333
YJL164C,5
YJL165C,5
YJL166W,0.116666667
YJL167W,0.216666667
YJL168C,0.033333333
YJL171C,0.366666667
YJL172W,0.15
YJL173C,53.26666667
YJL176C,1.2
YJL177W,0.35
YJL178C,0.733333333
YJL180C,2.966666667
YJL183W,0.133333333
YJL184W,5
YJL186W,0.216666667
YJL187C,1.466666667
YJL190C,1.3
YJL191W,5
YJL192C,5.8
YJL196C,0.283333333
YJL197W,5
YJL198W,5
YJL200C,0.566666667
YJL201W,1.3
YJL203W,5
YJL207C,0.416666667
YJL208C,0.666666667
YJL209W,0.716666667
YJL212C,0.033333333
YJL213W,0.433333333
YJL214W,5
YJL217W,1.65
YJL222W,5
YJR001W,0.416666667
YJR003C,0.983333333
YJR005W,0.566666667
YJR006W,0.716666667
YJR007W,0.7
YJR008W,0.316666667
YJR010C-A,2.25
YJR010W,0.733333333
YJR011C,1.133333333
YJR012C,6.983333333
YJR013W,0.633333333
YJR015W,0.216666667
YJR016C,0.75
YJR017C,5
YJR022W,5
YJR024C,0.233333333
YJR025C,3.083333333
YJR031C,5
YJR032W,0.683333333
YJR033C,5
YJR035W,5
YJR041C,0.533333333
YJR042W,2.883333333
YJR043C,1.266666667
YJR044C,5
YJR046W,0.25
YJR047C,0.2
YJR048W,1.016666667
YJR049C,0.266666667
YJR050W,0.283333333
YJR051W,0.3
YJR052W,0.616666667
YJR053W,0.633333333
YJR055W,1.366666667
YJR056C,0.033333333
YJR057W,5
YJR058C,2.416666667
YJR059W,0.833333333
YJR060W,0.633333333
YJR062C,0.916666667
YJR063W,1.5
YJR066W,0.083333333
YJR067C,5
YJR068W,0.516666667
YJR069C,0.85
YJR070C,1.05
YJR072C,2.35
YJR073C,3.383333333
YJR074W,0.483333333
YJR075W,0.133333333
YJR076C,1.033333333
YJR078W,0.333333333
YJR079W,0.733333333
YJR080C,1.35
YJR082C,3.066666667
YJR083C,0.95
YJR084W,0.416666667
YJR088C,5
YJR091C,0.716666667
YJR093C,1.2
YJR094W-A,1.066666667
YJR096W,1.05
YJR097W,0.683333333
YJR098C,0.9
YJR101W,1.55
YJR103W,0.533333333
YJR104C,5
YJR105W,1
YJR109C,0.116666667
YJR110W,0.316666667
YJR111C,1.15
YJR112W,2.833333333
YJR113C,0.633333333
YJR117W,0.4
YJR119C,0.6
YJR121W,110.45
YJR122W,0.766666667
YJR126C,0.233333333
YJR127C,1.016666667
YJR129C,0.216666667
YJR130C,0.75
YJR131W,1.4
YJR132W,1.016666667
YJR133W,1.133333333
YJR134C,32.5
YJR135C,5
YJR136C,2.516666667
YJR137C,2.083333333
YJR139C,0.933333333
YJR140C,0.35
YJR142W,0.583333333
YJR143C,0.316666667
YJR145C,0.883333333
YJR147W,0.7
YJR149W,1.55
YJR154W,0.5
YJR156C,0.05
YJR161C,0.383333333
YKL001C,91.46666667
YKL004W,1.566666667
YKL005C,0.366666667
YKL006C-A,0.266666667
YKL006W,5
YKL007W,5
YKL008C,1.283333333
YKL009W,1.216666667
YKL010C,0.183333333
YKL011C,1.083333333
YKL013C,5
YKL014C,0.75
YKL016C,0.266666667
YKL017C,0.583333333
YKL018W,0.433333333
YKL019W,0.433333333
YKL020C,0.566666667
YKL021C,2.85
YKL022C,1.1
YKL023W,0.733333333
YKL024C,5.483333333
YKL025C,0.6
YKL026C,0.833333333
YKL027W,0.983333333
YKL028W,0.466666667
YKL029C,0.483333333
YKL032C,0.166666667
YKL035W,0.95
YKL038W,0.233333333
YKL040C,1.95
YKL041W,5
YKL043W,0.233333333
YKL046C,0.666666667
YKL047W,2.95
YKL048C,0.7
YKL051W,0.95
YKL052C,0.05
YKL053C-A,0.666666667
YKL055C,0.816666667
YKL056C,2.766666667
YKL058W,2.833333333
YKL059C,0.55
YKL060C,1.733333333
YKL061W,0.9
YKL063C,0.2
YKL064W,1.3
YKL065C,20.93333333
YKL067W,5
YKL068W,0.333333333
YKL069W,0.416666667
YKL072W,0.416666667
YKL074C,1.233333333
YKL075C,0.766666667
YKL078W,0.766666667
YKL079W,0.35
YKL080W,0.883333333
YKL081W,1.75
YKL085W,2.783333333
YKL086W,0.266666667
YKL088W,0.983333333
YKL089W,1.25
YKL091C,2.833333333
YKL092C,0.633333333
YKL094W,1.466666667
YKL095W,1.266666667
YKL096W,0.416666667
YKL103C,1.983333333
YKL104C,0.516666667
YKL105C,0.533333333
YKL106W,0.7
YKL112W,0.033333333
YKL113C,5
YKL114C,1
YKL116C,0.966666667
YKL117W,4.666666667
YKL119C,0.5
YKL120W,0.716666667
YKL121W,0.083333333
YKL122C,5.416666667
YKL124W,0.2
YKL125W,0.516666667
YKL126W,0.5
YKL127W,0.383333333
YKL130C,37.63333333
YKL134C,0.616666667
YKL135C,1.183333333
YKL137W,0.083333333
YKL138C,5
YKL139W,0.366666667
YKL140W,0.483333333
YKL141W,0.4
YKL142W,0.8
YKL144C,2.366666667
YKL145W,0.15
YKL148C,1.033333333
YKL149C,0.333333333
YKL150W,0.883333333
YKL151C,0.9
YKL152C,5
YKL154W,0.85
YKL155C,0.783333333
YKL157W,0.6
YKL159C,0.75
YKL160W,1.983333333
YKL162C,0.266666667
YKL164C,0.033333333
YKL165C,10.95
YKL166C,0.4
YKL168C,0.85
YKL170W,5
YKL173W,0.866666667
YKL176C,0.1
YKL179C,0.383333333
YKL181W,0.733333333
YKL182W,5
YKL183W,1.9
YKL185W,0.033333333
YKL189W,0.316666667
YKL191W,7.466666667
YKL192C,5
YKL193C,1.483333333
YKL194C,2.233333333
YKL195W,0.366666667
YKL197C,0.95
YKL204W,0.416666667
YKL205W,0.416666667
YKL206C,5
YKL208W,0.733333333
YKL209C,3.1
YKL210W,1.9
YKL211C,8.633333333
YKL212W,0.95
YKL213C,0.383333333
YKL214C,4.116666667
YKL216W,3.383333333
YKL217W,0.483333333
YKL219W,14.51666667
YKR001C,1.316666667
YKR002W,0.383333333
YKR003W,1.35
YKR004C,0.883333333
YKR006C,1.133333333
YKR007W,1.466666667
YKR008W,0.916666667
YKR011C,1.183333333
YKR013W,0.533333333
YKR014C,12.88333333
YKR016W,2.933333333
YKR017C,0.383333333
YKR018C,0.316666667
YKR023W,0.516666667
YKR024C,0.8
YKR025W,0.716666667
YKR026C,5
YKR027W,0.333333333
YKR029C,0.05
YKR031C,0.316666667
YKR035W-A,1.666666667
YKR036C,0.566666667
YKR037C,2.866666667
YKR038C,4.65
YKR041W,0.616666667
YKR043C,5
YKR044W,1.133333333
YKR045C,0.65
YKR046C,0.716666667
YKR048C,1.8
YKR052C,1.033333333
YKR057W,5
YKR059W,5
YKR060W,0.433333333
YKR062W,0.5
YKR064W,1.816666667
YKR065C,0.75
YKR066C,5
YKR067W,0.4
YKR068C,0.733333333
YKR070W,1.183333333
YKR071C,0.983333333
YKR072C,0.633333333
YKR074W,5
YKR075C,0.133333333
YKR076W,0.65
YKR077W,0.583333333
YKR078W,5
YKR079C,0.8
YKR080W,3.283333333
YKR081C,2.766666667
YKR082W,0.25
YKR084C,0.716666667
YKR085C,1.366666667
YKR086W,0.066666667
YKR087C,1.166666667
YKR088C,1.633333333
YKR089C,0.283333333
YKR090W,1.633333333
YKR092C,3.433333333
YKR093W,0.383333333
YKR094C,5
YKR096W,0.65
YKR098C,0.083333333
YKR099W,0.033333333
YLL001W,0.516666667
YLL002W,2.5
YLL006W,0.7
YLL007C,0.683333333
YLL010C,12.63333333
YLL011W,0.483333333
YLL012W,0.533333333
YLL013C,5.433333333
YLL014W,0.333333333
YLL018C-A,0.083333333
YLL019C,0.566666667
YLL021W,5
YLL022C,3.133333333
YLL026W,1.016666667
YLL027W,1.416666667
YLL028W,3.016666667
YLL031C,5
YLL032C,0.45
YLL034C,0.333333333
YLL036C,4.216666667
YLL038C,0.916666667
YLL039C,0.216666667
YLL040C,5
YLL043W,0.5
YLL045C,1.333333333
YLL050C,5
YLL054C,0.75
YLL058W,0.633333333
YLL060C,0.4
YLL061W,0.033333333
YLL062C,7.716666667
YLR001C,0.6
YLR002C,0.733333333
YLR003C,0.516666667
YLR005W,0.266666667
YLR006C,0.183333333
YLR011W,1.4
YLR015W,0.55
YLR016C,0.666666667
YLR017W,0.433333333
YLR020C,1.016666667
YLR021W,0.483333333
YLR022C,0.35
YLR025W,5.4
YLR026C,0.816666667
YLR027C,3.416666667
YLR028C,0.983333333
YLR032W,1.4
YLR033W,0.766666667
YLR035C,0.35
YLR036C,0.966666667
YLR038C,0.116666667
YLR039C,0.9
YLR042C,5
YLR044C,0.483333333
YLR045C,0.316666667
YLR049C,0.183333333
YLR050C,1
YLR052W,1.083333333
YLR055C,5
YLR056W,0.75
YLR059C,1.1
YLR060W,0.733333333
YLR061W,3.45
YLR063W,5
YLR064W,0.15
YLR067C,0.766666667
YLR068W,0.566666667
YLR069C,5
YLR071C,1.016666667
YLR072W,0.166666667
YLR073C,0.133333333
YLR074C,0.816666667
YLR077W,0.716666667
YLR079W,0.55
YLR082C,1.116666667
YLR084C,0.916666667
YLR085C,0.35
YLR086W,0.6
YLR088W,0.866666667
YLR089C,1.3
YLR091W,2.85
YLR093C,0.766666667
YLR094C,0.033333333
YLR095C,0.2
YLR097C,0.433333333
YLR098C,1.083333333
YLR100W,0.533333333
YLR103C,1.3
YLR104W,1.416666667
YLR105C,0.466666667
YLR107W,1.333333333
YLR108C,0.3
YLR109W,5
YLR110C,0.433333333
YLR113W,4.55
YLR114C,1.866666667
YLR115W,0.2
YLR116W,0.65
YLR117C,0.516666667
YLR118C,5
YLR119W,1.1
YLR120C,0.183333333
YLR121C,0.116666667
YLR126C,0.45
YLR127C,0.5
YLR129W,0.683333333
YLR130C,0.916666667
YLR131C,0.05
YLR132C,0.483333333
YLR133W,1.066666667
YLR135W,0.516666667
YLR137W,0.8
YLR138W,5
YLR139C,5
YLR141W,0.183333333
YLR143W,0.45
YLR144C,0.366666667
YLR145W,5
YLR146C,1.366666667
YLR148W,0.866666667
YLR149C,0.05
YLR150W,3.066666667
YLR151C,0.516666667
YLR154C,0.3
YLR163C,32.68333333
YLR166C,0.966666667
YLR168C,1.2
YLR172C,6.716666667
YLR174W,1.15
YLR175W,0.5
YLR176C,0.883333333
YLR177W,0.216666667
YLR178C,0.916666667
YLR179C,1.1
YLR181C,0.533333333
YLR182W,0.283333333
YLR183C,0.283333333
YLR185W,5.266666667
YLR187W,0.233333333
YLR188W,0.366666667
YLR189C,3.666666667
YLR190W,0.433333333
YLR191W,0.733333333
YLR192C,0.6
YLR193C,0.1
YLR194C,0.033333333
YLR196W,0.766666667
YLR197W,0.3
YLR199C,1.583333333
YLR200W,1.866666667
YLR201C,5
YLR203C,1.45
YLR206W,0.3
YLR208W,5
YLR209C,0.516666667
YLR211C,0.366666667
YLR212C,0.683333333
YLR214W,3.666666667
YLR215C,1.55
YLR216C,1.483333333
YLR218C,7.283333333
YLR219W,1.533333333
YLR220W,0.033333333
YLR221C,1.383333333
YLR222C,0.883333333
YLR223C,1.033333333
YLR225C,2.783333333
YLR226W,1.916666667
YLR228C,0.033333333
YLR231C,1.066666667
YLR234W,0.45
YLR237W,0.55
YLR238W,0.033333333
YLR239C,5
YLR240W,0.366666667
YLR244C,11.15
YLR245C,5
YLR248W,1.2
YLR249W,3.183333333
YLR250W,0.433333333
YLR251W,0.733333333
YLR253W,0.883333333
YLR254C,0.75
YLR257W,0.35
YLR260W,0.05
YLR264W,1.833333333
YLR265C,0.466666667
YLR268W,0.283333333
YLR270W,0.633333333
YLR271W,0.316666667
YLR272C,5
YLR274W,0.716666667
YLR275W,0.733333333
YLR277C,0.566666667
YLR278C,0.416666667
YLR281C,1.916666667
YLR285W,5
YLR287C,1.383333333
YLR289W,5
YLR290C,0.566666667
YLR291C,2.066666667
YLR295C,2.366666667
YLR298C,1.233333333
YLR299W,0.3
YLR300W,0.25
YLR301W,5
YLR304C,1.2
YLR305C,0.45
YLR309C,3.65
YLR310C,0.266666667
YLR312W-A,7.55
YLR313C,0.516666667
YLR315W,5
YLR316C,0.416666667
YLR319C,0.583333333
YLR321C,0.083333333
YLR323C,0.75
YLR324W,0.9
YLR326W,1.916666667
YLR328W,1
YLR330W,3.8
YLR332W,0.883333333
YLR333C,7.116666667
YLR335W,0.35
YLR336C,0.85
YLR344W,5.966666667
YLR345W,1.216666667
YLR347C,0.6
YLR348C,6.633333333
YLR350W,1.266666667
YLR351C,5
YLR352W,0.116666667
YLR354C,2.266666667
YLR355C,5.833333333
YLR356W,0.25
YLR357W,0.383333333
YLR358C,2.816666667
YLR360W,0.666666667
YLR361C,0.166666667
YLR362W,1.316666667
YLR363C,1.55
YLR363W-A,5.033333333
YLR364W,0.266666667
YLR367W,3.016666667
YLR369W,1.016666667
YLR370C,0.85
YLR372W,1.516666667
YLR373C,0.366666667
YLR375W,0.333333333
YLR376C,0.65
YLR377C,1.35
YLR378C,2.9
YLR380W,1.1
YLR381W,0.433333333
YLR382C,0.766666667
YLR383W,0.95
YLR384C,2.75
YLR385C,5
YLR386W,1
YLR387C,0.716666667
YLR388W,5
YLR390W,3.166666667
YLR392C,5
YLR393W,2.1
YLR396C,0.566666667
YLR398C,0.666666667
YLR399C,0.983333333
YLR401C,0.316666667
YLR403W,0.25
YLR404W,5
YLR405W,1.933333333
YLR406C,4.416666667
YLR407W,0.766666667
YLR408C,1.016666667
YLR412W,5
YLR413W,1.2
YLR414C,5
YLR417W,2.766666667
YLR418C,2.166666667
YLR419W,0.433333333
YLR420W,1.566666667
YLR421C,5
YLR423C,0.716666667
YLR424W,0.466666667
YLR426W,0.85
YLR427W,0.4
YLR429W,0.383333333
YLR431C,0.4
YLR432W,10.83333333
YLR433C,0.533333333
YLR435W,0.45
YLR436C,0.666666667
YLR439W,5
YLR440C,0.583333333
YLR441C,5.566666667
YLR447C,22.46666667
YLR448W,5
YLR449W,0.183333333
YLR450W,1.55
YLR451W,0.2
YLR452C,1
YLR453C,0.966666667
YLR455W,1.733333333
YLR456W,5
YLR457C,0.516666667
YLR460C,0.15
YLR462W,0.033333333
YML003W,0.45
YML004C,1.416666667
YML005W,1.05
YML006C,0.833333333
YML007C-A,49.68333333
YML007W,0.383333333
YML008C,2.25
YML009C,11.06666667
YML010W,0.05
YML011C,0.066666667
YML012W,3.583333333
YML013W,0.85
YML014W,0.783333333
YML016C,0.833333333
YML017W,0.333333333
YML018C,1.333333333
YML019W,0.4
YML020W,0.316666667
YML021C,0.6
YML022W,5
YML023C,0.6
YML024W,5
