Gene,Half-life (h)
YCR073W-A,0.257746689
YCR075C,0.168893904
YCR075W-A,0.23667407
YCR076C,0.242836919
YCR077C,0.183794056
YCR079W,0.095812852
YCR081W,0.114125399
YCR082W,0.240929974
YCR083W,0.616658285
YCR084C,0.210963914
YCR086W,0.122666432
YCR087C-A,0.273052124
YCR088W,0.812083811
YCR089W,0.242884929
YCR090C,0.334445913
YCR091W,0.068434021
YCR092C,0.067625675
YCR093W,0.148226603
YCR094W,0.369241576
YCR095C,0.049677968
YCR096C,0.052725676
YCR097W,0.256466906
YCR098C,0.081735029
YCR099C,0.049157832
YCR100C,0.097414036
YCR101C,0.196402724
YCR102C,0.142589404
YCR104W,0.103915196
YCR105W,1.080557283
YCR106W,0.049368734
YCR107W,0.054204175
YCR108C,0.153955469
YDL001W,0.092591785
YDL002C,0.090711543
YDL003W,0.074226436
YDL004W,0.411537872
YDL005C,0.076856589
YDL006W,0.063447001
YDL007W,0.280221932
YDL008W,0.187033866
YDL010W,0.122399316
YDL012C,0.195710037
YDL013W,0.093311097
YDL014W,0.424768668
YDL015C,0.402323897
YDL017W,0.057685566
YDL018C,0.233378685
YDL019C,0.139646318
YDL020C,0.118136486
YDL021W,0.218525156
YDL022W,0.344147422
YDL024C,0.109885706
YDL025C,0.107920146
YDL027C,0.092133351
YDL028C,0.064409057
YDL029W,0.352657557
YDL030W,0.077453321
YDL031W,0.167833381
YDL033C,0.072739296
YDL035C,0.077253014
YDL036C,0.101712193
YDL037C,0.410198652
YDL039C,0.052738234
YDL040C,0.269794698
YDL042C,0.107266372
YDL043C,0.099137421
YDL044C,0.05460285
YDL045C,0.099056618
YDL045W-A,0.1133059
YDL046W,0.430456537
YDL047W,0.121147833
YDL048C,0.083347808
YDL049C,0.086226383
YDL051W,0.442368839
YDL052C,0.206733764
YDL053C,0.203859757
YDL054C,0.142593573
YDL055C,0.454425496
YDL056W,0.053743868
YDL057W,0.068928388
YDL058W,0.166015743
YDL059C,0.086864256
YDL060W,0.139612652
YDL061C,0.299337905
YDL063C,0.11085342
YDL064W,0.344507946
YDL065C,0.180690398
YDL066W,1.790002967
YDL067C,0.183555018
YDL069C,0.089499883
YDL070W,0.1327396
YDL072C,0.343317602
YDL073W,0.113364412
YDL074C,0.121249086
YDL075W,0.446899515
YDL076C,0.123779276
YDL077C,0.109652801
YDL078C,0.619460283
YDL079C,0.45754062
YDL080C,0.075246145
YDL081C,0.45861034
YDL082W,0.657017352
YDL083C,0.52712421
YDL084W,0.736730424
YDL085C-A,0.124379548
YDL085W,0.507066953
YDL086W,0.547607283
YDL087C,0.051995737
YDL088C,0.111741129
YDL089W,0.188987037
YDL090C,0.137172755
YDL091C,0.071299363
YDL092W,0.259737047
YDL093W,0.151185392
YDL095W,0.353378592
YDL097C,0.202910359
YDL098C,0.154907649
YDL099W,0.167163085
YDL100C,0.916589815
YDL101C,0.0905745
YDL102W,0.208730597
YDL103C,0.263111525
YDL104C,0.043000755
YDL105W,0.071371448
YDL106C,0.049516546
YDL107W,0.077932616
YDL108W,0.07548384
YDL109C,0.072064488
YDL110C,0.060523108
YDL111C,0.182266011
YDL112W,0.205445526
YDL113C,0.097576272
YDL114W,0.314427531
YDL115C,0.079910818
YDL116W,0.109899065
YDL117W,0.08466733
YDL119C,0.056130524
YDL120W,0.422405038
YDL121C,0.224274425
YDL122W,0.126832326
YDL123W,0.100780258
YDL124W,0.316968467
YDL125C,0.420021433
YDL126C,0.577348088
YDL127W,0.105027724
YDL128W,0.232365591
YDL129W,0.054561612
YDL130W,0.562227134
YDL130W-A,0.676571737
YDL131W,0.283106515
YDL132W,0.169110985
YDL133W,0.108089993
YDL134C,0.123882234
YDL135C,0.510777287
YDL137W,0.670145624
YDL138W,0.066948796
YDL139C,0.046398436
YDL140C,0.069792615
YDL141W,0.156832162
YDL142C,0.067328818
YDL143W,0.331345237
YDL144C,0.285893594
YDL145C,0.389871375
YDL146W,0.085659687
YDL147W,0.171235139
YDL148C,0.154446109
YDL149W,0.04241104
YDL150W,0.110755998
YDL153C,0.183382352
YDL154W,0.070794645
YDL155W,0.072063001
YDL156W,0.05029908
YDL157C,0.484246059
YDL159W,0.067359419
YDL159W-A,0.244622355
YDL160C,0.258349703
YDL160C-A,0.135854582
